state,district,pincode,pincode_total,district_avg,state_avg
Madhya Pradesh,Balaghat,481445,95,3.1666666666666665,3.1666666666666665
Madhya Pradesh,Balaghat,481449,124,4.133333333333334,4.133333333333334
Madhya Pradesh,Balaghat,481551,88,3.3846153846153846,3.3846153846153846
Madhya Pradesh,Balaghat,481556,79,2.8214285714285716,2.8214285714285716
Madhya Pradesh,Balaghat,481664,1,1.0,1.0
Madhya Pradesh,Barwani,451442,34,2.6153846153846154,2.6153846153846154
Madhya Pradesh,Barwani,451447,2025,56.25,56.25
Madhya Pradesh,Barwani,451449,1150,32.857142857142854,32.857142857142854
Madhya Pradesh,Barwani,451551,4537,116.33333333333333,116.33333333333333
Madhya Pradesh,Barwani,451556,651,19.147058823529413,19.147058823529413
Madhya Pradesh,Barwani,451660,583,17.147058823529413,17.147058823529413
Madhya Pradesh,Barwani,451661,4,1.3333333333333333,1.3333333333333333
Madhya Pradesh,Barwani,451666,7113,182.3846153846154,182.3846153846154
Madhya Pradesh,Barwani,451770,1229,34.138888888888886,34.138888888888886
Madhya Pradesh,Barwani,451881,457,12.026315789473685,12.026315789473685
Madhya Pradesh,Betul,460001,1198,31.526315789473685,31.526315789473685
Madhya Pradesh,Betul,460004,68,2.6153846153846154,2.6153846153846154
Madhya Pradesh,Betul,460110,160,5.161290322580645,5.161290322580645
Madhya Pradesh,Betul,460220,356,10.470588235294118,10.470588235294118
Madhya Pradesh,Betul,460225,166,5.1875,5.1875
Madhya Pradesh,Betul,460330,797,20.973684210526315,20.973684210526315
Madhya Pradesh,Betul,460440,273,9.1,9.1
Madhya Pradesh,Betul,460443,68,2.6153846153846154,2.6153846153846154
Madhya Pradesh,Betul,460447,33,1.8333333333333333,1.8333333333333333
Madhya Pradesh,Betul,460449,83,3.1923076923076925,3.1923076923076925
Madhya Pradesh,Betul,460551,127,3.8484848484848486,3.8484848484848486
Madhya Pradesh,Betul,460553,37,1.3703703703703705,1.3703703703703705
Madhya Pradesh,Betul,460554,108,3.176470588235294,3.176470588235294
Madhya Pradesh,Betul,460557,44,2.3157894736842106,2.3157894736842106
Madhya Pradesh,Betul,460661,231,7.21875,7.21875
Madhya Pradesh,Betul,460663,111,3.8275862068965516,3.8275862068965516
Madhya Pradesh,Betul,460665,30,1.5,1.5
Madhya Pradesh,Betul,460666,26,1.4444444444444444,1.4444444444444444
Madhya Pradesh,Betul,460668,66,2.5384615384615383,2.5384615384615383
Madhya Pradesh,Betul,461111,10,1.25,1.25
Madhya Pradesh,Betul,461441,26,1.625,1.625
Madhya Pradesh,Bhind,477001,2457,61.425,61.425
Madhya Pradesh,Bhind,477105,84,3.0,3.0
Madhya Pradesh,Bhind,477111,387,11.727272727272727,11.727272727272727
Madhya Pradesh,Bhind,477116,1653,38.44186046511628,38.44186046511628
Madhya Pradesh,Bhind,477117,76,2.7142857142857144,2.7142857142857144
Madhya Pradesh,Bhind,477222,386,12.866666666666667,12.866666666666667
Madhya Pradesh,Bhind,477227,282,8.8125,8.8125
Madhya Pradesh,Bhind,477331,237,6.970588235294118,6.970588235294118
Madhya Pradesh,Bhind,477332,46,2.090909090909091,2.090909090909091
Madhya Pradesh,Bhind,477333,101,3.4827586206896552,3.4827586206896552
Madhya Pradesh,Bhind,477335,143,4.205882352941177,4.205882352941177
Madhya Pradesh,Bhind,477441,341,11.366666666666667,11.366666666666667
Madhya Pradesh,Bhind,477445,1021,34.03333333333333,34.03333333333333
Madhya Pradesh,Bhind,477446,190,7.6,7.6
Madhya Pradesh,Bhind,477447,329,10.612903225806452,10.612903225806452
Madhya Pradesh,Bhind,477449,74,2.642857142857143,2.642857142857143
Madhya Pradesh,Bhind,477555,387,11.727272727272727,11.727272727272727
Madhya Pradesh,Bhind,477557,1169,34.38235294117647,34.38235294117647
Madhya Pradesh,Bhind,477566,26,1.625,1.625
Madhya Pradesh,Bhind,477660,665,19.558823529411764,19.558823529411764
Madhya Pradesh,Bhopal,462001,2430,57.857142857142854,57.857142857142854
Madhya Pradesh,Bhopal,462002,22,1.4666666666666666,1.4666666666666666
Madhya Pradesh,Bhopal,462003,382,11.235294117647058,11.235294117647058
Madhya Pradesh,Bhopal,462004,23,1.5333333333333334,1.5333333333333334
Madhya Pradesh,Bhopal,462008,112,3.393939393939394,3.393939393939394
Madhya Pradesh,Bhopal,462010,347,9.131578947368421,9.131578947368421
Madhya Pradesh,Bhopal,462011,22,1.5714285714285714,1.5714285714285714
Madhya Pradesh,Bhopal,462016,95,2.7941176470588234,2.7941176470588234
Madhya Pradesh,Bhopal,462018,1,1.0,1.0
Madhya Pradesh,Bhopal,462021,21,1.5,1.5
Madhya Pradesh,Bhopal,462022,777,17.65909090909091,17.65909090909091
Madhya Pradesh,Bhopal,462023,271,7.324324324324325,7.324324324324325
Madhya Pradesh,Bhopal,462024,29,1.380952380952381,1.380952380952381
Madhya Pradesh,Bhopal,462026,84,2.4,2.4
Madhya Pradesh,Bhopal,462030,457,14.28125,14.28125
Madhya Pradesh,Bhopal,462031,2,1.0,1.0
Madhya Pradesh,Bhopal,462036,114,3.9310344827586206,3.9310344827586206
Madhya Pradesh,Bhopal,462037,83,2.6774193548387095,2.6774193548387095
Madhya Pradesh,Bhopal,462038,247,7.71875,7.71875
Madhya Pradesh,Bhopal,462039,35,1.75,1.75
Madhya Pradesh,Bhopal,462041,71,2.9583333333333335,2.9583333333333335
Madhya Pradesh,Bhopal,462042,235,6.527777777777778,6.527777777777778
Madhya Pradesh,Bhopal,462043,107,3.1470588235294117,3.1470588235294117
Madhya Pradesh,Bhopal,462044,146,4.5625,4.5625
Madhya Pradesh,Bhopal,462045,9,1.2857142857142858,1.2857142857142858
Madhya Pradesh,Bhopal,462046,15,1.1538461538461537,1.1538461538461537
Madhya Pradesh,Bhopal,462047,36,1.565217391304348,1.565217391304348
Madhya Pradesh,Bhopal,462101,243,7.363636363636363,7.363636363636363
Madhya Pradesh,Bhopal,462420,124,4.96,4.96
Madhya Pradesh,Bhopal,463106,173,5.9655172413793105,5.9655172413793105
Madhya Pradesh,Bhopal,463111,127,4.379310344827586,4.379310344827586
Madhya Pradesh,Bhopal,464993,1,1.0,1.0
Madhya Pradesh,Burhanpur,450221,1192,33.111111111111114,33.111111111111114
Madhya Pradesh,Burhanpur,450331,4822,123.64102564102564,123.64102564102564
Madhya Pradesh,Burhanpur,450332,1609,45.97142857142857,45.97142857142857
Madhya Pradesh,Burhanpur,450445,290,9.35483870967742,9.35483870967742
Madhya Pradesh,Burhanpur,450661,8,1.6,1.6
Madhya Pradesh,Chhatarpur,471001,412,11.135135135135135,11.135135135135135
Madhya Pradesh,Chhatarpur,471101,148,6.166666666666667,6.166666666666667
Madhya Pradesh,Chhatarpur,471105,467,14.59375,14.59375
Madhya Pradesh,Chhatarpur,471111,155,4.84375,4.84375
Madhya Pradesh,Chhatarpur,471201,429,12.257142857142858,12.257142857142858
Madhya Pradesh,Chhatarpur,471202,41,1.8636363636363635,1.8636363636363635
Madhya Pradesh,Chhatarpur,471301,361,11.64516129032258,11.64516129032258
Madhya Pradesh,Chhatarpur,471311,691,20.939393939393938,20.939393939393938
Madhya Pradesh,Chhatarpur,471313,1664,48.94117647058823,48.94117647058823
Madhya Pradesh,Chhatarpur,471315,202,6.121212121212121,6.121212121212121
Madhya Pradesh,Chhatarpur,471318,631,18.558823529411764,18.558823529411764
Madhya Pradesh,Chhatarpur,471405,1767,49.083333333333336,49.083333333333336
Madhya Pradesh,Chhatarpur,471408,92,3.066666666666667,3.066666666666667
Madhya Pradesh,Chhatarpur,471411,178,6.137931034482759,6.137931034482759
Madhya Pradesh,Chhatarpur,471501,708,22.125,22.125
Madhya Pradesh,Chhatarpur,471510,251,6.972222222222222,6.972222222222222
Madhya Pradesh,Chhatarpur,471515,482,14.176470588235293,14.176470588235293
Madhya Pradesh,Chhatarpur,471525,463,12.18421052631579,12.18421052631579
Madhya Pradesh,Chhatarpur,471606,713,23.0,23.0
Madhya Pradesh,Chhatarpur,471625,965,28.38235294117647,28.38235294117647
Madhya Pradesh,Chhindwara,460663,16,2.0,2.0
Madhya Pradesh,Chhindwara,480001,639,17.27027027027027,17.27027027027027
Madhya Pradesh,Chhindwara,480105,22,1.2941176470588236,1.2941176470588236
Madhya Pradesh,Chhindwara,480106,129,4.161290322580645,4.161290322580645
Madhya Pradesh,Chhindwara,480107,145,4.67741935483871,4.67741935483871
Madhya Pradesh,Chhindwara,480108,52,2.1666666666666665,2.1666666666666665
Madhya Pradesh,Chhindwara,480109,36,2.5714285714285716,2.5714285714285716
Madhya Pradesh,Chhindwara,480110,129,4.3,4.3
Madhya Pradesh,Chhindwara,480111,223,7.433333333333334,7.433333333333334
Madhya Pradesh,Chhindwara,480115,242,7.117647058823529,7.117647058823529
Madhya Pradesh,Chhindwara,480221,184,5.75,5.75
Madhya Pradesh,Chhindwara,480223,161,5.366666666666666,5.366666666666666
Madhya Pradesh,Chhindwara,480224,227,7.32258064516129,7.32258064516129
Madhya Pradesh,Chhindwara,480331,327,9.617647058823529,9.617647058823529
Madhya Pradesh,Chhindwara,480334,135,4.354838709677419,4.354838709677419
Madhya Pradesh,Chhindwara,480337,31,1.55,1.55
Madhya Pradesh,Chhindwara,480338,43,1.8695652173913044,1.8695652173913044
Madhya Pradesh,Chhindwara,480441,294,9.483870967741936,9.483870967741936
Madhya Pradesh,Chhindwara,480447,35,1.8421052631578947,1.8421052631578947
Madhya Pradesh,Chhindwara,480449,65,2.5,2.5
Madhya Pradesh,Chhindwara,480551,234,7.3125,7.3125
Madhya Pradesh,Chhindwara,480553,2,1.0,1.0
Madhya Pradesh,Chhindwara,480554,16,1.3333333333333333,1.3333333333333333
Madhya Pradesh,Chhindwara,480555,76,2.533333333333333,2.533333333333333
Madhya Pradesh,Chhindwara,480557,92,3.066666666666667,3.066666666666667
Madhya Pradesh,Chhindwara,480559,225,7.258064516129032,7.258064516129032
Madhya Pradesh,Damoh,470661,400,11.428571428571429,11.428571428571429
Madhya Pradesh,Damoh,470663,163,5.09375,5.09375
Madhya Pradesh,Damoh,470664,191,6.366666666666666,6.366666666666666
Madhya Pradesh,Damoh,470666,225,6.617647058823529,6.617647058823529
Madhya Pradesh,Damoh,470672,71,3.55,3.55
Madhya Pradesh,Damoh,470673,178,6.357142857142857,6.357142857142857
Madhya Pradesh,Damoh,470675,59,2.5652173913043477,2.5652173913043477
Madhya Pradesh,Damoh,470771,66,3.473684210526316,3.473684210526316
Madhya Pradesh,Damoh,470772,126,4.064516129032258,4.064516129032258
Madhya Pradesh,Damoh,470775,538,17.35483870967742,17.35483870967742
Madhya Pradesh,Damoh,470880,538,15.371428571428572,15.371428571428572
Madhya Pradesh,Damoh,470881,157,5.233333333333333,5.233333333333333
Madhya Pradesh,Datia,475335,348,10.875,10.875
Madhya Pradesh,Datia,475336,231,7.451612903225806,7.451612903225806
Madhya Pradesh,Datia,475661,1893,52.583333333333336,52.583333333333336
Madhya Pradesh,Datia,475671,112,3.7333333333333334,3.7333333333333334
Madhya Pradesh,Datia,475673,180,5.625,5.625
Madhya Pradesh,Datia,475675,393,11.558823529411764,11.558823529411764
Madhya Pradesh,Datia,475682,191,6.366666666666666,6.366666666666666
Madhya Pradesh,Datia,475685,76,2.923076923076923,2.923076923076923
Madhya Pradesh,Datia,475686,123,4.555555555555555,4.555555555555555
Madhya Pradesh,Dewas,452016,1,1.0,1.0
Madhya Pradesh,Dewas,455001,1886,48.35897435897436,48.35897435897436
Madhya Pradesh,Dewas,455111,34,2.4285714285714284,2.4285714285714284
Madhya Pradesh,Dewas,455115,84,2.8,2.8
Madhya Pradesh,Dewas,455116,137,4.151515151515151,4.151515151515151
Madhya Pradesh,Dewas,455118,286,7.944444444444445,7.944444444444445
Madhya Pradesh,Dewas,455221,80,3.076923076923077,3.076923076923077
Madhya Pradesh,Dewas,455223,129,4.161290322580645,4.161290322580645
Madhya Pradesh,Dewas,455227,1336,34.256410256410255,34.256410256410255
Madhya Pradesh,Dewas,455332,345,10.147058823529411,10.147058823529411
Madhya Pradesh,Dewas,455336,339,9.685714285714285,9.685714285714285
Madhya Pradesh,Dewas,455339,152,4.903225806451613,4.903225806451613
Madhya Pradesh,Dewas,455440,124,4.275862068965517,4.275862068965517
Madhya Pradesh,Dewas,455459,142,4.580645161290323,4.580645161290323
Madhya Pradesh,Dewas,456770,13,1.8571428571428572,1.8571428571428572
Madhya Pradesh,Dhar,453661,1,1.0,1.0
Madhya Pradesh,Dhar,454001,1715,47.638888888888886,47.638888888888886
Madhya Pradesh,Dhar,454010,216,7.2,7.2
Madhya Pradesh,Dhar,454111,141,4.7,4.7
Madhya Pradesh,Dhar,454116,288,9.290322580645162,9.290322580645162
Madhya Pradesh,Dhar,454129,8,1.6,1.6
Madhya Pradesh,Dhar,454221,255,8.225806451612904,8.225806451612904
Madhya Pradesh,Dhar,454331,502,15.6875,15.6875
Madhya Pradesh,Dhar,454335,180,5.806451612903226,5.806451612903226
Madhya Pradesh,Dhar,454365,2,1.0,1.0
Madhya Pradesh,Dhar,454441,208,7.703703703703703,7.703703703703703
Madhya Pradesh,Dhar,454446,2276,61.513513513513516,61.513513513513516
Madhya Pradesh,Dhar,454448,1,1.0,1.0
Madhya Pradesh,Dhar,454449,239,7.46875,7.46875
Madhya Pradesh,Dhar,454552,236,7.612903225806452,7.612903225806452
Madhya Pradesh,Dhar,454660,412,11.771428571428572,11.771428571428572
Madhya Pradesh,Dhar,454665,105,4.2,4.2
Madhya Pradesh,Dhar,454749,1,1.0,1.0
Madhya Pradesh,Dhar,454773,104,3.8518518518518516,3.8518518518518516
Madhya Pradesh,Dhar,454774,27,1.9285714285714286,1.9285714285714286
Madhya Pradesh,Dhar,454775,192,6.193548387096774,6.193548387096774
Madhya Pradesh,Dindori,481663,3,1.5,1.5
Madhya Pradesh,Dindori,481672,107,3.566666666666667,3.566666666666667
Madhya Pradesh,Dindori,481778,119,4.25,4.25
Madhya Pradesh,Dindori,481879,145,4.833333333333333,4.833333333333333
Madhya Pradesh,Dindori,481880,238,7.4375,7.4375
Madhya Pradesh,Dindori,481882,143,4.46875,4.46875
Madhya Pradesh,Dindori,481884,87,2.806451612903226,2.806451612903226
Madhya Pradesh,Dindori,481885,25,1.3888888888888888,1.3888888888888888
Madhya Pradesh,Dindori,481990,239,7.966666666666667,7.966666666666667
Madhya Pradesh,East Nimar,450001,245,7.0,7.0
Madhya Pradesh,East Nimar,450051,25,1.6666666666666667,1.6666666666666667
Madhya Pradesh,East Nimar,450110,14,1.4,1.4
Madhya Pradesh,East Nimar,450112,45,1.875,1.875
Madhya Pradesh,East Nimar,450114,87,3.2222222222222223,3.2222222222222223
Madhya Pradesh,East Nimar,450116,206,6.866666666666666,6.866666666666666
Madhya Pradesh,East Nimar,450117,401,11.794117647058824,11.794117647058824
Madhya Pradesh,East Nimar,450119,1,1.0,1.0
Madhya Pradesh,East Nimar,450221,1,1.0,1.0
Madhya Pradesh,East Nimar,450331,2,1.0,1.0
Madhya Pradesh,East Nimar,450332,2,2.0,2.0
Madhya Pradesh,East Nimar,450337,78,2.689655172413793,2.689655172413793
Madhya Pradesh,East Nimar,450551,78,3.0,3.0
Madhya Pradesh,East Nimar,450554,13,1.4444444444444444,1.4444444444444444
Madhya Pradesh,East Nimar,450661,680,20.606060606060606,20.606060606060606
Madhya Pradesh,East Nimar,450771,36,1.894736842105263,1.894736842105263
Madhya Pradesh,East Nimar,450881,91,3.3703703703703702,3.3703703703703702
Madhya Pradesh,East Nimar,450991,30,1.5789473684210527,1.5789473684210527
Madhya Pradesh,East Nimar,451001,16,1.2307692307692308,1.2307692307692308
Madhya Pradesh,East Nimar,451115,26,1.625,1.625
Madhya Pradesh,Guna,473001,1809,45.225,45.225
Madhya Pradesh,Guna,473101,556,15.444444444444445,15.444444444444445
Madhya Pradesh,Guna,473105,636,17.18918918918919,17.18918918918919
Madhya Pradesh,Guna,473110,282,9.4,9.4
Madhya Pradesh,Guna,473111,131,5.038461538461538,5.038461538461538
Madhya Pradesh,Guna,473112,1,1.0,1.0
Madhya Pradesh,Guna,473113,1,1.0,1.0
Madhya Pradesh,Guna,473115,216,7.714285714285714,7.714285714285714
Madhya Pradesh,Guna,473118,57,2.4782608695652173,2.4782608695652173
Madhya Pradesh,Guna,473222,1435,39.861111111111114,39.861111111111114
Madhya Pradesh,Guna,473226,256,7.529411764705882,7.529411764705882
Madhya Pradesh,Guna,473249,36,2.0,2.0
Madhya Pradesh,Guna,473287,447,12.416666666666666,12.416666666666666
Madhya Pradesh,Guna,473330,12,1.3333333333333333,1.3333333333333333
Madhya Pradesh,Guna,473331,51,2.125,2.125
Madhya Pradesh,Guna,473335,15,1.5,1.5
Madhya Pradesh,Guna,473338,1,1.0,1.0
Madhya Pradesh,Guna,473440,2,1.0,1.0
Madhya Pradesh,Guna,473443,11,1.2222222222222223,1.2222222222222223
Madhya Pradesh,Guna,473446,25,1.5625,1.5625
Madhya Pradesh,Gwalior,474001,3133,76.41463414634147,76.41463414634147
Madhya Pradesh,Gwalior,474002,80,2.5806451612903225,2.5806451612903225
Madhya Pradesh,Gwalior,474003,239,7.242424242424242,7.242424242424242
Madhya Pradesh,Gwalior,474004,108,4.0,4.0
Madhya Pradesh,Gwalior,474005,427,11.86111111111111,11.86111111111111
Madhya Pradesh,Gwalior,474006,1868,49.1578947368421,49.1578947368421
Madhya Pradesh,Gwalior,474007,3,1.0,1.0
Madhya Pradesh,Gwalior,474008,10,1.1111111111111112,1.1111111111111112
Madhya Pradesh,Gwalior,474009,90,2.903225806451613,2.903225806451613
Madhya Pradesh,Gwalior,474010,637,20.548387096774192,20.548387096774192
Madhya Pradesh,Gwalior,474011,328,9.371428571428572,9.371428571428572
Madhya Pradesh,Gwalior,474012,170,5.151515151515151,5.151515151515151
Madhya Pradesh,Gwalior,474020,123,4.1,4.1
Madhya Pradesh,Gwalior,475001,476,13.6,13.6
Madhya Pradesh,Gwalior,475002,116,3.8666666666666667,3.8666666666666667
Madhya Pradesh,Gwalior,475005,77,2.6551724137931036,2.6551724137931036
Madhya Pradesh,Gwalior,475110,3040,74.14634146341463,74.14634146341463
Madhya Pradesh,Gwalior,475115,126,5.04,5.04
Madhya Pradesh,Gwalior,475220,1221,32.13157894736842,32.13157894736842
Madhya Pradesh,Gwalior,475330,683,19.514285714285716,19.514285714285716
Madhya Pradesh,Harda,461228,334,10.121212121212121,10.121212121212121
Madhya Pradesh,Harda,461331,456,13.028571428571428,13.028571428571428
Madhya Pradesh,Harda,461441,254,8.466666666666667,8.466666666666667
Madhya Pradesh,Harda *,461228,82,4.1,4.1
Madhya Pradesh,Harda *,461251,31,2.5833333333333335,2.5833333333333335
Madhya Pradesh,Harda *,461331,111,3.8275862068965516,3.8275862068965516
Madhya Pradesh,Harda *,461335,4,1.3333333333333333,1.3333333333333333
Madhya Pradesh,Harda *,461441,98,3.5,3.5
Madhya Pradesh,Harda *,461444,11,1.5714285714285714,1.5714285714285714
Madhya Pradesh,Hoshangabad,461001,275,8.088235294117647,8.088235294117647
Madhya Pradesh,Hoshangabad,461110,9,1.2857142857142858,1.2857142857142858
Madhya Pradesh,Hoshangabad,461111,397,11.342857142857143,11.342857142857143
Madhya Pradesh,Hoshangabad,461115,47,2.238095238095238,2.238095238095238
Madhya Pradesh,Hoshangabad,461116,43,2.263157894736842,2.263157894736842
Madhya Pradesh,Hoshangabad,461122,8,1.1428571428571428,1.1428571428571428
Madhya Pradesh,Hoshangabad,461221,113,4.035714285714286,4.035714285714286
Madhya Pradesh,Hoshangabad,461222,1,1.0,1.0
Madhya Pradesh,Hoshangabad,461223,308,9.625,9.625
Madhya Pradesh,Hoshangabad,461228,2,1.0,1.0
Madhya Pradesh,Hoshangabad,461551,2,1.0,1.0
Madhya Pradesh,Hoshangabad,461661,241,7.303030303030303,7.303030303030303
Madhya Pradesh,Hoshangabad,461668,82,3.5652173913043477,3.5652173913043477
Madhya Pradesh,Hoshangabad,461771,178,6.357142857142857,6.357142857142857
Madhya Pradesh,Hoshangabad,461772,6,2.0,2.0
Madhya Pradesh,Hoshangabad,461775,637,18.735294117647058,18.735294117647058
Madhya Pradesh,Hoshangabad,461881,42,2.0,2.0
Madhya Pradesh,Hoshangabad,461990,879,26.636363636363637,26.636363636363637
Madhya Pradesh,Indore,452001,3943,89.61363636363636,89.61363636363636
Madhya Pradesh,Indore,452002,1582,36.7906976744186,36.7906976744186
Madhya Pradesh,Indore,452003,103,3.121212121212121,3.121212121212121
Madhya Pradesh,Indore,452005,168,5.25,5.25
Madhya Pradesh,Indore,452006,153,4.5,4.5
Madhya Pradesh,Indore,452007,158,4.514285714285714,4.514285714285714
Madhya Pradesh,Indore,452009,570,14.615384615384615,14.615384615384615
Madhya Pradesh,Indore,452010,1595,37.976190476190474,37.976190476190474
Madhya Pradesh,Indore,452011,91,3.033333333333333,3.033333333333333
Madhya Pradesh,Indore,452012,154,4.8125,4.8125
Madhya Pradesh,Indore,452013,28,1.5555555555555556,1.5555555555555556
Madhya Pradesh,Indore,452014,52,1.8571428571428572,1.8571428571428572
Madhya Pradesh,Indore,452015,708,19.135135135135137,19.135135135135137
Madhya Pradesh,Indore,452016,1708,41.65853658536585,41.65853658536585
Madhya Pradesh,Indore,452018,52,2.1666666666666665,2.1666666666666665
Madhya Pradesh,Indore,452020,282,7.833333333333333,7.833333333333333
Madhya Pradesh,Indore,453001,303,9.774193548387096,9.774193548387096
Madhya Pradesh,Indore,453111,95,3.1666666666666665,3.1666666666666665
Madhya Pradesh,Indore,453112,84,2.4705882352941178,2.4705882352941178
Madhya Pradesh,Indore,453115,162,5.4,5.4
Madhya Pradesh,Indore,453220,148,5.481481481481482,5.481481481481482
Madhya Pradesh,Indore,453331,200,6.25,6.25
Madhya Pradesh,Indore,453332,15,1.25,1.25
Madhya Pradesh,Indore,453441,333,9.0,9.0
Madhya Pradesh,Indore,453446,13,2.1666666666666665,2.1666666666666665
Madhya Pradesh,Indore,453551,341,9.742857142857142,9.742857142857142
Madhya Pradesh,Indore,453555,38,1.5833333333333333,1.5833333333333333
Madhya Pradesh,Indore,453556,1,1.0,1.0
Madhya Pradesh,Indore,453661,83,3.4583333333333335,3.4583333333333335
Madhya Pradesh,Indore,453771,295,8.93939393939394,8.93939393939394
Madhya Pradesh,Indore,454773,32,4.571428571428571,4.571428571428571
Madhya Pradesh,Jabalpur,482001,893,27.060606060606062,27.060606060606062
Madhya Pradesh,Jabalpur,482002,845,23.47222222222222,23.47222222222222
Madhya Pradesh,Jabalpur,482003,628,18.470588235294116,18.470588235294116
Madhya Pradesh,Jabalpur,482004,246,7.454545454545454,7.454545454545454
Madhya Pradesh,Jabalpur,482005,174,5.117647058823529,5.117647058823529
Madhya Pradesh,Jabalpur,482007,17,1.7,1.7
Madhya Pradesh,Jabalpur,482008,53,1.962962962962963,1.962962962962963
Madhya Pradesh,Jabalpur,482009,51,2.3181818181818183,2.3181818181818183
Madhya Pradesh,Jabalpur,482010,8,1.3333333333333333,1.3333333333333333
Madhya Pradesh,Jabalpur,482011,27,1.6875,1.6875
Madhya Pradesh,Jabalpur,482020,23,1.3529411764705883,1.3529411764705883
Madhya Pradesh,Jabalpur,482021,116,4.0,4.0
Madhya Pradesh,Jabalpur,482051,116,3.8666666666666667,3.8666666666666667
Madhya Pradesh,Jabalpur,482056,24,1.6,1.6
